*** Configuration ***

Trigger: G-switch,
Smart Recovery option enabled with altitude setting of 3019 ft
Timed recovery set at 25 sec (drogue) and 0 sec (main)
Data is sampled at 200 Hz
Inputs that were sampled: Acceleration, Pressure, the digital inputs
127,175      1,0      2593 003F
127,180      1,0      2566 003F
127,185      1,2      2566 003F
127,190      0,9      2593 003F
127,195      0,9      2566 003F
127,200      1,0      2593 003F
127,205      1,0      2566 003F
127,210      1,0      2566 003F
127,215      0,9      2566 003F
127,220      1,0      2593 003F
127,225      1,1      2566 003F
127,230      1,1      2566 003F
127,235      1,0      2593 003F
127,240      0,9      2566 003F
127,245      1,0      2566 003F
127,250      1,1      2566 003F
127,255      1,0      2593 003F
127,260      1,0      2593 003F
127,265      1,1      2566 003F
127,270      1,0      2593 003F
127,275      1,1      2566 003F
127,280      1,0      2566 003F
127,285      1,0      2566 003F
127,290      0,9      2593 003F
127,295      0,9      2566 003F
127,300      1,0      2566 003F
127,305      1,1      2593 003F
127,310      1,0      2566 003F
127,315      0,9      2593 003F
127,320      0,9      2566 003F
127,325      1,1      2566 003F
127,330      1,1      2566 003F
127,335      0,9      2566 003F
127,340      0,9      2566 003F
127,345      1,0      2593 003F
127,350      1,1      2566 003F
127,355      1,0      2566 003F
127,360      0,9      2566 003F
127,365      0,9      2566 003F
127,370      1,1      2566 003F
127,375      1,1      2566 003F
127,380      0,9      2566 003F
127,385      0,9      2566 003F
127,390      1,0      2566 003F
127,395      1,1      2566 003F
127,400      0,9      2566 003F
127,405      1,0      2566 003F
127,410      0,9      2566 003F
127,415      1,0      2566 003F
127,420      1,0      2593 003F
127,425      1,0      2566 003F
127,430      1,2      2566 003F
127,435      1,1      2566 003F
127,440      1,2      2566 003F
127,445      1,1      2566 003F
127,450      0,9      2566 003F
127,455      1,0      2593 003F
127,460      1,4      2566 003F
127,465      1,1      2566 003F
127,470      0,9      2566 003F
127,475      0,9      2566 003F
127,480      1,1      2538 003F
127,485      1,0      2566 003F
127,490      0,9      2566 003F
127,495      0,7      2593 003F
127,500      1,0      2593 003F
127,505      1,1      2538 003F
127,510      1,1      2593 003F
127,515      0,9      2566 003F
127,520      0,9      2566 003F
127,525      1,2      2538 003F
127,530      1,1      2566 003F
127,535      1,0      2593 003F
127,540      1,0      2566 003F
127,545      0,9      2593 003F
127,550      1,0      2593 003F
127,555      0,9      2566 003F
127,560      1,0      2566 003F
127,565      0,9      2566 003F
127,570      0,7      2566 003F
127,575      0,7      2566 003F
127,580      1,0      2566 003F
127,585      0,7      2566 003F
127,590      0,9      2566 003F
127,595      0,7      2566 003F
127,600      0,9      2566 003F
127,605      1,0      2593 003F
127,610      0,9      2566 003F
127,615      0,9      2566 003F
127,620      0,6      2566 003F
127,625      0,7      2566 003F
127,630      0,7      2566 003F
127,635      0,9      2593 003F
127,640      1,0      2593 003F
127,645      1,2      2566 003F
127,650      1,0      2566 003F
127,655      1,1      2566 003F
127,660      1,1      2593 003F
127,665      0,9      2566 003F
127,670      0,9      2566 003F
127,675      0,9      2566 003F
127,680      0,9      2566 003F
127,685      0,7      2566 003F
127,690      0,9      2566 003F
127,695      1,0      2566 003F
127,700      1,0      2566 003F
127,705      0,9      2566 003F
127,710      1,1      2566 003F
127,715      0,7      2566 003F
127,720      0,7      2566 003F
127,725      0,7      2566 003F
127,730      0,7      2566 003F
127,735      0,7      2566 003F
127,740      0,7      2566 003F
127,745      0,9      2566 003F
127,750      0,9      2566 003F
127,755      0,9      2566 003F
127,760      1,0      2593 003F
127,765      1,1      2566 003F
127,770      0,9      2566 003F
127,775      0,9      2566 003F
127,780      1,0      2566 003F
127,785      0,9      2566 003F
127,790      0,9      2566 003F
127,795      1,1      2566 003F
127,800      0,9      2566 003F
127,805      1,0      2538 003F
127,810      1,0      2566 003F
127,815      1,2      2566 003F
127,820      0,9      2566 003F
127,825      0,9      2566 003F
127,830      0,9      2566 003F
127,835      1,1      2566 003F
127,840      1,0      2538 003F
127,845      1,0      2566 003F
127,850      1,0      2566 003F
127,855      1,2      2566 003F
127,860      0,9      2566 003F
127,865      0,7      2566 003F
127,870      0,7      2566 003F
127,875      1,0      2566 003F
127,880      0,9      2566 003F
127,885      0,6      2566 003F
127,890      0,6      2566 003F
127,895      0,9      2566 003F
127,900      1,0      2566 003F
127,905      0,7      2566 003F
127,910      0,7      2566 003F
127,915      1,0      2566 003F
127,920      1,0      2538 003F
127,925      1,0      2566 003F
127,930      1,0      2566 003F
127,935      0,9      2566 003F
127,940      1,0      2566 003F
127,945      1,2      2566 003F
127,950      0,9      2538 003F
127,955      1,0      2566 003F
127,960      0,9      2566 003F
127,965      1,0      2566 003F
127,970      1,0      2566 003F
127,975      1,0      2538 003F
127,980      0,9      2538 003F
127,985      0,9      2538 003F
127,990      0,7      2566 003F
127,995      1,0      2566 003F
128,000      0,9      2566 003F
128,005      1,1      2566 003F
128,010      1,0      2538 003F
128,015      0,9      2538 003F
128,020      0,9      2538 003F
128,025      0,7      2538 003F
128,030      0,9      2566 003F
128,035      0,9      2566 003F
128,040      1,0      2566 003F
128,045      1,0      2538 003F
128,050      1,2      2566 003F
128,055      1,0      2538 003F
128,060      1,1      2538 003F
128,065      1,0      2538 003F
128,070      0,9      2566 003F
128,075      0,9      2538 003F
128,080      1,0      2538 003F
128,085      1,0      2538 003F
128,090      0,9      2566 003F
128,095      1,1      2566 003F
128,100      1,0      2566 003F
128,105      1,0      2538 003F
128,110      0,9      2538 003F
128,115      0,9      2566 003F
128,120      0,9      2566 003F
128,125      0,7      2566 003F
128,130      0,9      2566 003F
128,135      0,7      2566 003F
128,140      0,9      2538 003F
128,145      1,0      2566 003F
128,150      0,7      2538 003F
128,155      0,7      2538 003F
128,160      0,9      2566 003F
128,165      0,9      2538 003F
128,170      0,9      2538 003F
128,175      1,1      2538 003F
128,180      1,1      2566 003F
128,185      1,1      2538 003F
128,190      0,9      2566 003F
128,195      1,1      2538 003F
128,200      1,0      2538 003F
128,205      1,2      2566 003F
128,210      1,1      2566 003F
128,215      1,1      2538 003F
128,220      1,1      2538 003F
128,225      1,2      2538 003F
128,230      1,0      2538 003F
128,235      0,9      2538 003F
128,240      1,0      2538 003F
128,245      1,0      2538 003F
128,250      1,1      2538 003F
128,255      1,2      2538 003F
128,260      1,0      2538 003F
128,265      0,9      2538 003F
128,270      1,1      2538 003F
128,275      1,0      2538 003F
128,280      0,9      2566 003F
128,285      0,9      2538 003F
128,290      1,0      2538 003F
128,295      1,4      2538 003F
128,300      1,2      2538 003F
128,305      1,5      2566 003F
128,310      1,0      2538 003F
128,315      0,9      2566 003F
128,320      0,9      2566 003F
128,325      1,2      2538 003F
128,330      1,0      2538 003F
128,335      1,0      2538 003F
128,340      0,7      2538 003F
128,345      1,0      2538 003F
128,350      1,1      2538 003F
128,355      0,9      2538 003F
128,360      0,6      2538 003F
128,365      1,0      2566 003F
128,370      1,0      2538 003F
128,375      0,9      2538 003F
128,380      1,0      2538 003F
128,385      0,7      2538 003F
128,390      1,0      2538 003F
128,395      0,9      2566 003F
128,400      0,9      2538 003F
128,405      0,7      2566 003F
128,410      0,9      2538 003F
128,415      0,9      2538 003F
128,420      0,7      2538 003F
128,425      0,9      2538 003F
128,430      0,7      2566 003F
128,435      0,7      2538 003F
128,440      1,0      2538 003F
128,445      1,0      2538 003F
128,450      0,9      2538 003F
128,455      1,0      2566 003F
128,460      0,9      2538 003F
128,465      1,2      2538 003F
128,470      1,1      2538 003F
128,475      1,1      2538 003F
128,480      1,1      2538 003F
128,485      1,0      2538 003F
128,490      1,1      2538 003F
128,495      1,0      2538 003F
128,500      0,9      2538 003F
128,505      0,9      2538 003F
128,510      0,9      2511 003F
128,515      0,7      2538 003F
128,520      0,7      2538 003F
128,525      0,7      2538 003F
128,530      0,7      2538 003F
128,535      0,9      2538 003F
128,540      1,1      2538 003F
128,545      1,1      2538 003F
128,550      1,1      2538 003F
128,555      1,1      2538 003F
128,560      0,9      2538 003F
128,565      1,0      2538 003F
128,570      1,0      2566 003F
128,575      0,7      2538 003F
128,580      0,9      2538 003F
128,585      1,1      2538 003F
128,590      0,9      2538 003F
128,595      0,6      2538 003F
128,600      0,7      2538 003F
128,605      0,9      2538 003F
128,610      0,9      2538 003F
128,615      0,6      2538 003F
128,620      0,7      2538 003F
128,625      0,7      2538 003F
128,630      0,9      2538 003F
128,635      0,7      2538 003F
128,640      0,7      2538 003F
128,645      0,9      2538 003F
128,650      0,9      2538 003F
128,655      0,6      2538 003F
128,660      0,7      2538 003F
128,665      1,1      2538 003F
128,670      1,0      2538 003F
128,675      0,9      2538 003F
128,680      0,6      2538 003F
128,685      0,7      2538 003F
128,690      0,9      2566 003F
128,695      0,7      2538 003F
128,700      0,7      2538 003F
128,705      0,9      2538 003F
128,710      1,1      2538 003F
128,715      0,7      2538 003F
128,720      0,7      2538 003F
128,725      0,9      2538 003F
128,730      1,0      2538 003F
128,735      1,0      2538 003F
128,740      0,9      2538 003F
128,745      0,9      2538 003F
128,750      1,1      2538 003F
128,755      1,1      2538 003F
128,760      0,9      2538 003F
128,765      0,9      2538 003F
128,770      0,9      2538 003F
128,775      0,9      2538 003F
128,780      1,0      2538 003F
128,785      0,9      2538 003F
128,790      0,9      2538 003F
128,795      0,9      2538 003F
128,800      0,7      2538 003F
128,805      0,9      2538 003F
128,810      0,7      2538 003F
128,815      0,7      2538 003F
128,820      1,0      2538 003F
128,825      0,9      2538 003F
128,830      0,9      2538 003F
128,835      0,6      2538 003F
128,840      0,6      2538 003F
128,845      0,9      2538 003F
128,850      1,0      2538 003F
128,855      1,0      2538 003F
128,860      1,1      2538 003F
128,865      1,0      2538 003F
128,870      0,9      2538 003F
128,875      1,1      2538 003F
128,880      1,1      2538 003F
128,885      1,1      2538 003F
128,890      1,0      2538 003F
128,895      1,0      2538 003F
128,900      0,7      2538 003F
128,905      0,7      2538 003F
128,910      0,7      2538 003F
128,915      0,9      2538 003F
128,920      0,7      2538 003F
128,925      0,9      2538 003F
128,930      0,9      2538 003F
128,935      0,6      2538 003F
128,940      0,7      2538 003F
128,945      0,7      2538 003F
128,950      0,7      2538 003F
128,955      0,6      2538 003F
128,960      0,7      2538 003F
128,965      0,6      2538 003F
128,970      1,0      2538 003F
128,975      0,9      2538 003F
128,980      1,2      2538 003F
128,985      1,4      2538 003F
128,990      1,0      2538 003F
128,995      1,1      2538 003F
129,000      1,1      2538 003F
129,005      0,9      2538 003F
129,010      0,9      2538 003F
129,015      1,1      2538 003F
129,020      1,0      2538 003F
129,025      0,9      2538 003F
129,030      0,9      2538 003F
129,035      1,0      2538 003F
129,040      1,1      2538 003F
129,045      0,9      2511 003F
129,050      1,0      2538 003F
129,055      0,9      2538 003F
129,060      0,9      2511 003F
129,065      1,1      2538 003F
129,070      1,1      2538 003F
129,075      1,2      2538 003F
129,080      1,0      2538 003F
129,085      1,0      2511 003F
129,090      1,0      2538 003F
129,095      0,9      2538 003F
129,100      1,0      2538 003F
129,105      0,9      2538 003F
129,110      0,9      2538 003F
129,115      1,1      2538 003F
129,120      1,1      2538 003F
129,125      1,0      2538 003F
129,130      1,0      2538 003F
129,135      1,0      2538 003F
129,140      0,6      2538 003F
129,145      0,9      2538 003F
129,150      1,1      2538 003F
129,155      0,9      2538 003F
129,160      1,0      2538 003F
129,165      0,9      2538 003F
129,170      0,7      2538 003F
129,175      1,0      2538 003F
129,180      0,7      2511 003F
129,185      1,0      2538 003F
129,190      0,6      2538 003F
129,195      0,7      2538 003F
129,200      0,5      2538 003F
129,205      1,1      2511 003F
129,210      0,6      2538 003F
129,215      1,0      2538 003F
129,220      0,7      2538 003F
129,225      0,9      2511 003F
129,230      0,7      2538 003F
129,235      1,0      2538 003F
129,240      0,9      2566 003F
129,245      1,1      2538 003F
129,250      1,0      2538 003F
